Date,State,StateAbbreviation,AverageWildfireSize,NumberOfWildfires
2000-12-01,Missouri,MO,5.01428571428571,7
2001-01-01,Missouri,MO,4.8,20
2001-02-01,Missouri,MO,8.65714285714286,63
2001-03-01,Missouri,MO,19.3776119402985,335
2001-04-01,Missouri,MO,38.1798850574713,174
2001-05-01,Missouri,MO,11.8961538461538,26
2001-06-01,Missouri,MO,1.28275862068966,58
2001-07-01,Missouri,MO,6.375,16
2001-08-01,Missouri,MO,10.31,20
2001-09-01,Missouri,MO,2.83333333333333,12
2001-10-01,Missouri,MO,11.5232558139535,43
2001-11-01,Missouri,MO,19.8405940594059,101
2001-12-01,Missouri,MO,4.85,16
2002-01-01,Missouri,MO,10.8955056179775,89
2002-02-01,Missouri,MO,22.1126168224299,214
2002-03-01,Missouri,MO,34.758865248227,141
2002-04-01,Missouri,MO,48.3453038674033,181
2002-05-01,Missouri,MO,1.0,2
2002-06-01,Missouri,MO,1.8,5
2002-07-01,Missouri,MO,0.0,0
2002-08-01,Missouri,MO,0.0,0
2002-09-01,Missouri,MO,3.03333333333333,3
2002-10-01,Missouri,MO,0.0,0
2002-11-01,Missouri,MO,31.9451612903226,31
2002-12-01,Missouri,MO,42.75,4
2003-01-01,Missouri,MO,4.64117647058824,17
2003-02-01,Missouri,MO,3.64166666666667,12
2003-03-01,Missouri,MO,13.7080412371134,97
2003-04-01,Missouri,MO,14.075625,96
2003-05-01,Missouri,MO,0.325,4
2003-06-01,Missouri,MO,0.316666666666667,6
2003-07-01,Missouri,MO,4.96086956521739,23
2003-08-01,Missouri,MO,1.8906,50
2003-09-01,Missouri,MO,3.73333333333333,6
2003-10-01,Missouri,MO,8.27666666666667,6
2003-11-01,Missouri,MO,8.20863636363636,22
2003-12-01,Missouri,MO,8.0,1
2004-01-01,Missouri,MO,6.92,5
2004-02-01,Missouri,MO,30.9113846153846,65
2004-03-01,Missouri,MO,14.1721052631579,95
2004-04-01,Missouri,MO,55.5318309859155,71
2004-05-01,Missouri,MO,1.11833333333333,6
2004-06-01,Missouri,MO,0.383333333333333,6
2004-07-01,Missouri,MO,0.466666666666667,9
2004-08-01,Missouri,MO,4.4,6
2004-09-01,Missouri,MO,25.3461538461538,13
2004-10-01,Missouri,MO,3.422,10
2004-11-01,Missouri,MO,31.5233333333333,9
2004-12-01,Missouri,MO,16.4583333333333,12
2005-01-01,Missouri,MO,9.15714285714286,7
2005-02-01,Missouri,MO,17.3248484848485,33
2005-03-01,Missouri,MO,43.827027027027,185
2005-04-01,Missouri,MO,105.307662337662,77
2005-05-01,Missouri,MO,26.1225,12
2005-06-01,Missouri,MO,6.96555555555556,9
2005-07-01,Missouri,MO,2.24736842105263,19
2005-08-01,Missouri,MO,3.7625,8
2005-09-01,Missouri,MO,0.91,9
2005-10-01,Missouri,MO,2.87,5
2005-11-01,Missouri,MO,15.125,38
2005-12-01,Missouri,MO,26.3681818181818,11
2006-01-01,Missouri,MO,90.0428571428571,49
2006-02-01,Missouri,MO,109.993164556962,79
2006-03-01,Missouri,MO,53.3821875,96
2006-04-01,Missouri,MO,45.7579347826087,92
2006-05-01,Missouri,MO,0.433333333333333,6
2006-06-01,Missouri,MO,9.53958333333333,24
2006-07-01,Missouri,MO,0.8,26
2006-08-01,Missouri,MO,10.6503448275862,29
2006-09-01,Missouri,MO,46.8125,8
2006-10-01,Missouri,MO,61.6155555555556,9
2006-11-01,Missouri,MO,20.926875,16
2006-12-01,Missouri,MO,4.7625,8
2007-01-01,Missouri,MO,1.32222222222222,9
2007-02-01,Missouri,MO,38.563829787234,47
2007-03-01,Missouri,MO,46.145,120
2007-04-01,Missouri,MO,86.2143939393939,66
2007-05-01,Missouri,MO,1.14090909090909,11
2007-06-01,Missouri,MO,10.1,20
2007-07-01,Missouri,MO,0.881666666666667,30
2007-08-01,Missouri,MO,4.10657894736842,76
2007-09-01,Missouri,MO,3.25576923076923,52
2007-10-01,Missouri,MO,0.384615384615385,13
2007-11-01,Missouri,MO,7.98928571428571,56
2007-12-01,Missouri,MO,0.856521739130435,23
2008-01-01,Missouri,MO,8.6625,16
2008-02-01,Missouri,MO,0.3,2
2008-03-01,Missouri,MO,58.94,35
2008-04-01,Missouri,MO,33.9214285714286,14
2008-05-01,Missouri,MO,4.44444444444444,9
2008-06-01,Missouri,MO,0.1,3
2008-07-01,Missouri,MO,0.55,2
2008-08-01,Missouri,MO,2.74,5
2008-09-01,Missouri,MO,0.55,2
2008-10-01,Missouri,MO,0.614285714285714,7
2008-11-01,Missouri,MO,84.4589655172414,29
2008-12-01,Missouri,MO,62.2458333333333,12
2009-01-01,Missouri,MO,37.35475,40
2009-02-01,Missouri,MO,77.188125,16
2009-03-01,Missouri,MO,120.463068181818,88
2009-04-01,Missouri,MO,55.9798275862069,58
2009-05-01,Missouri,MO,0.0,0
2009-06-01,Missouri,MO,1.0,1
2009-07-01,Missouri,MO,0.1,1
2009-08-01,Missouri,MO,0.1,1
2009-09-01,Missouri,MO,789.0,1
2009-10-01,Missouri,MO,0.0,0
2009-11-01,Missouri,MO,20.843,30
2009-12-01,Missouri,MO,0.87,3
2010-01-01,Missouri,MO,0.1,1
2010-02-01,Missouri,MO,161.825,6
2010-03-01,Missouri,MO,102.234181818182,55
2010-04-01,Missouri,MO,90.6811111111111,36
2010-05-01,Missouri,MO,0.0,0
2010-06-01,Missouri,MO,0.1,1
2010-07-01,Missouri,MO,2.7,2
2010-08-01,Missouri,MO,25.9166666666667,6
2010-09-01,Missouri,MO,0.1,2
2010-10-01,Missouri,MO,43.8585714285714,21
2010-11-01,Missouri,MO,52.5050793650794,63
2010-12-01,Missouri,MO,74.3333333333333,3
2011-01-01,Missouri,MO,4.43,70
2011-02-01,Missouri,MO,59.4565517241379,58
2011-03-01,Missouri,MO,57.5923602484472,161
2011-04-01,Missouri,MO,93.72856,125
2011-05-01,Missouri,MO,5.0,6
2011-06-01,Missouri,MO,4.49823529411765,17
2011-07-01,Missouri,MO,3.17966101694915,59
2011-08-01,Missouri,MO,8.39268292682927,41
2011-09-01,Missouri,MO,3.21933333333333,45
2011-10-01,Missouri,MO,8.22289855072464,69
2011-11-01,Missouri,MO,78.1919178082192,73
2011-12-01,Missouri,MO,2.44375,16
2012-01-01,Missouri,MO,21.7915384615385,13
2012-02-01,Missouri,MO,32.29375,8
2012-03-01,Missouri,MO,96.9379661016949,59
2012-04-01,Missouri,MO,99.1254545454545,11
2012-05-01,Missouri,MO,16.7323529411765,17
2012-06-01,Missouri,MO,59.7735294117647,17
2012-07-01,Missouri,MO,119.265454545455,55
2012-08-01,Missouri,MO,112.789310344828,29
2012-09-01,Missouri,MO,0.1,1
2012-10-01,Missouri,MO,0.1,2
2012-11-01,Missouri,MO,33.7742857142857,7
2012-12-01,Missouri,MO,1.665,2
2013-01-01,Missouri,MO,4.33225806451613,31
2013-02-01,Missouri,MO,9.31666666666667,24
2013-03-01,Missouri,MO,21.4655357142857,56
2013-04-01,Missouri,MO,11.9991964285714,112
2013-05-01,Missouri,MO,11.8538461538462,13
2013-06-01,Missouri,MO,1.30769230769231,13
2013-07-01,Missouri,MO,6.64146341463415,41
2013-08-01,Missouri,MO,0.871428571428571,7
2013-09-01,Missouri,MO,2.065,20
2013-10-01,Missouri,MO,3.3875,8
2013-11-01,Missouri,MO,6.51384615384615,65
2013-12-01,Missouri,MO,1.73913043478261,23
2014-01-01,Missouri,MO,14.3865566037736,212
2014-02-01,Missouri,MO,10.7514594594595,185
2014-03-01,Missouri,MO,25.7010666666667,450
2014-04-01,Missouri,MO,17.626,235
2014-05-01,Missouri,MO,17.9056603773585,53
2014-06-01,Missouri,MO,1.0,6
2014-07-01,Missouri,MO,8.36,25
2014-08-01,Missouri,MO,3.37266666666667,30
2014-09-01,Missouri,MO,0.90625,8
2014-10-01,Missouri,MO,4.535,6
2014-11-01,Missouri,MO,9.99,40
2014-12-01,Missouri,MO,10.0,1
2015-01-01,Missouri,MO,17.9791911764706,136
2015-02-01,Missouri,MO,8.35067415730337,89
2015-03-01,Missouri,MO,17.0720133928571,224
2015-04-01,Missouri,MO,16.822027027027,74
2015-05-01,Missouri,MO,89.0553571428571,28
2015-06-01,Missouri,MO,1.1,5
2015-07-01,Missouri,MO,0.5,3
2015-08-01,Missouri,MO,0.57,5
2015-09-01,Missouri,MO,0.702272727272727,22
2015-10-01,Missouri,MO,7.16421052631579,95
2015-11-01,Missouri,MO,7.52084507042253,71
2015-12-01,Missouri,MO,1.93941176470588,17
1992-01-01,Mississippi,MS,12.2061085972851,442
1992-02-01,Mississippi,MS,14.4538532961931,1077
1992-03-01,Mississippi,MS,18.1198360655738,1220
1992-04-01,Mississippi,MS,13.3959537572254,519
1992-05-01,Mississippi,MS,11.1987206823028,469
1992-06-01,Mississippi,MS,7.03030303030303,66
1992-07-01,Mississippi,MS,7.41826923076923,104
1992-08-01,Mississippi,MS,3.77142857142857,49
1992-09-01,Mississippi,MS,10.6140350877193,57
1992-10-01,Mississippi,MS,5.55924170616114,211
1992-11-01,Mississippi,MS,7.36015625,128
1992-12-01,Mississippi,MS,10.4183823529412,136
1993-01-01,Mississippi,MS,15.552140077821,257
1993-02-01,Mississippi,MS,13.8875621890547,1005
1993-03-01,Mississippi,MS,23.3502364066194,846
1993-04-01,Mississippi,MS,9.98222891566265,332
1993-05-01,Mississippi,MS,6.73488372093023,86
1993-06-01,Mississippi,MS,5.33819444444444,144
1993-07-01,Mississippi,MS,4.33333333333333,87
1993-08-01,Mississippi,MS,5.87142857142857,77
1993-09-01,Mississippi,MS,10.0031674208145,221
1993-10-01,Mississippi,MS,8.34038997214485,359
1993-11-01,Mississippi,MS,11.1038062283737,289
1993-12-01,Mississippi,MS,7.99711538461538,312
1994-01-01,Mississippi,MS,20.3766009852217,406
1994-02-01,Mississippi,MS,21.2027508090615,618
1994-03-01,Mississippi,MS,20.6174868189807,1138
1994-04-01,Mississippi,MS,11.8975265017668,283
1994-05-01,Mississippi,MS,5.22162162162162,111
1994-06-01,Mississippi,MS,5.332,25
1994-07-01,Mississippi,MS,5.53658536585366,41
1994-08-01,Mississippi,MS,5.36914893617021,94
1994-09-01,Mississippi,MS,7.87957446808511,235
1994-10-01,Mississippi,MS,5.14423076923077,104
1994-11-01,Mississippi,MS,7.46766467065868,167
1994-12-01,Mississippi,MS,8.91194029850746,134
1995-01-01,Mississippi,MS,10.5662698412698,252
1995-02-01,Mississippi,MS,16.8544057377049,976
1995-03-01,Mississippi,MS,16.3834567901235,810
1995-04-01,Mississippi,MS,24.3180751173709,426
1995-05-01,Mississippi,MS,6.54225352112676,71
1995-06-01,Mississippi,MS,6.5410071942446,139
1995-07-01,Mississippi,MS,7.05588235294118,170
1995-08-01,Mississippi,MS,6.3420814479638,221
1995-09-01,Mississippi,MS,9.32134831460674,890
1995-10-01,Mississippi,MS,14.1068493150685,511
1995-11-01,Mississippi,MS,11.5032432432432,185
1995-12-01,Mississippi,MS,10.7436950146628,341
1996-01-01,Mississippi,MS,9.72707692307692,325
1996-02-01,Mississippi,MS,20.7283602150538,1488
1996-03-01,Mississippi,MS,27.4120443740095,1262
1996-04-01,Mississippi,MS,35.2317557251908,655
1996-05-01,Mississippi,MS,7.73561643835616,292
1996-06-01,Mississippi,MS,6.842,50
1996-07-01,Mississippi,MS,6.37,200
1996-08-01,Mississippi,MS,8.328125,64
1996-09-01,Mississippi,MS,4.73823529411765,68
1996-10-01,Mississippi,MS,5.66831683168317,202
1996-11-01,Mississippi,MS,11.3039215686275,102
1996-12-01,Mississippi,MS,13.9706976744186,215
1997-01-01,Mississippi,MS,10.989175257732,194
1997-02-01,Mississippi,MS,12.5475177304965,282
1997-03-01,Mississippi,MS,15.800408997955,489
1997-04-01,Mississippi,MS,12.6889221556886,334
1997-05-01,Mississippi,MS,9.13384615384615,130
1997-06-01,Mississippi,MS,26.0769230769231,13
1997-07-01,Mississippi,MS,5.67037037037037,27
1997-08-01,Mississippi,MS,8.30675675675676,74
1997-09-01,Mississippi,MS,9.79341176470588,425
1997-10-01,Mississippi,MS,9.85774410774411,594
1997-11-01,Mississippi,MS,11.5840425531915,94
1997-12-01,Mississippi,MS,10.3937007874016,127
1998-01-01,Mississippi,MS,10.1364238410596,151
1998-02-01,Mississippi,MS,13.2173441734417,369
1998-03-01,Mississippi,MS,15.9196605374823,707
1998-04-01,Mississippi,MS,14.3669322709163,251
1998-05-01,Mississippi,MS,6.57254901960784,204
1998-06-01,Mississippi,MS,8.61120218579235,366
1998-07-01,Mississippi,MS,12.7452229299363,157
1998-08-01,Mississippi,MS,10.1704081632653,196
1998-09-01,Mississippi,MS,11.953781512605,238
1998-10-01,Mississippi,MS,7.57176938369781,503
1998-11-01,Mississippi,MS,12.1620853080569,211
1998-12-01,Mississippi,MS,9.61971830985915,71
1999-01-01,Mississippi,MS,10.9950471698113,424
1999-02-01,Mississippi,MS,12.4565905096661,569
1999-03-01,Mississippi,MS,14.9061185468451,523
1999-04-01,Mississippi,MS,23.9724220623501,417
1999-05-01,Mississippi,MS,11.0307917888563,341
1999-06-01,Mississippi,MS,6.86525423728814,118
1999-07-01,Mississippi,MS,6.06428571428571,70
1999-08-01,Mississippi,MS,9.39616724738676,574
1999-09-01,Mississippi,MS,10.9224299065421,963
1999-10-01,Mississippi,MS,9.91032110091743,436
1999-11-01,Mississippi,MS,10.9068548387097,496
1999-12-01,Mississippi,MS,11.7748514851485,505
2000-01-01,Mississippi,MS,1.34812734082397,534
2000-02-01,Mississippi,MS,2.42832594235033,1804
2000-03-01,Mississippi,MS,2.8596174282678,941
2000-04-01,Mississippi,MS,3.26596638655462,238
2000-05-01,Mississippi,MS,0.646191646191646,407
2000-06-01,Mississippi,MS,1.0317880794702,302
2000-07-01,Mississippi,MS,9.32391573729864,807
2000-08-01,Mississippi,MS,12.9750946969697,1056
2000-09-01,Mississippi,MS,14.1943338437979,653
2000-10-01,Mississippi,MS,11.9634431455898,941
2000-11-01,Mississippi,MS,7.74366197183099,142
2000-12-01,Mississippi,MS,9.20503144654088,159
2001-01-01,Mississippi,MS,11.5181818181818,242
2001-02-01,Mississippi,MS,12.8844290657439,578
2001-03-01,Mississippi,MS,13.9810198300283,353
2001-04-01,Mississippi,MS,15.1027548209366,363
2001-05-01,Mississippi,MS,13.6547619047619,378
2001-06-01,Mississippi,MS,5.78307692307692,65
2001-07-01,Mississippi,MS,7.75844155844156,77
2001-08-01,Mississippi,MS,4.25428571428571,35
2001-09-01,Mississippi,MS,5.38076923076923,52
2001-10-01,Mississippi,MS,7.46187050359712,139
2001-11-01,Mississippi,MS,6.92521739130435,460
2001-12-01,Mississippi,MS,5.61917808219178,146
2002-01-01,Mississippi,MS,8.43,220
2002-02-01,Mississippi,MS,16.4985555555556,900
2002-03-01,Mississippi,MS,11.4606232294618,706
2002-04-01,Mississippi,MS,15.444262295082,244
2002-05-01,Mississippi,MS,10.5703703703704,270
2002-06-01,Mississippi,MS,6.03255813953488,129
2002-07-01,Mississippi,MS,5.34878048780488,41
2002-08-01,Mississippi,MS,7.90740740740741,54
2002-09-01,Mississippi,MS,5.11118421052632,152
2002-10-01,Mississippi,MS,1.4625,8
2002-11-01,Mississippi,MS,5.712,25
2002-12-01,Mississippi,MS,7.68072289156626,83
2003-01-01,Mississippi,MS,12.3738544474394,371
2003-02-01,Mississippi,MS,12.7559210526316,152
2003-03-01,Mississippi,MS,13.8909407665505,287
2003-04-01,Mississippi,MS,16.0225352112676,284
2003-05-01,Mississippi,MS,10.7894736842105,76
2003-06-01,Mississippi,MS,3.74736842105263,19
2003-07-01,Mississippi,MS,4.0,11
2003-08-01,Mississippi,MS,5.57894736842105,19
2003-09-01,Mississippi,MS,4.96666666666667,57
2003-10-01,Mississippi,MS,16.1450892857143,224
2003-11-01,Mississippi,MS,10.3795811518325,191
2003-12-01,Mississippi,MS,12.4065315315315,222
2004-01-01,Mississippi,MS,11.389156626506,249
2004-02-01,Mississippi,MS,16.0253787878788,264
2004-03-01,Mississippi,MS,18.9480516014235,1124
2004-04-01,Mississippi,MS,15.8894636015326,522
2004-05-01,Mississippi,MS,6.10869565217391,46
2004-06-01,Mississippi,MS,4.9,10
2004-07-01,Mississippi,MS,4.30555555555556,18
2004-08-01,Mississippi,MS,4.82444444444444,90
2004-09-01,Mississippi,MS,7.63483146067416,178
2004-10-01,Mississippi,MS,8.41590909090909,132
2004-11-01,Mississippi,MS,2.36451612903226,31
2004-12-01,Mississippi,MS,11.8919594594595,148
2005-01-01,Mississippi,MS,17.9781907894737,304
2005-02-01,Mississippi,MS,19.5165989847716,197
2005-03-01,Mississippi,MS,26.7174255691769,571
2005-04-01,Mississippi,MS,10.6438554216867,166
2005-05-01,Mississippi,MS,10.7612025316456,158
2005-06-01,Mississippi,MS,4.27659574468085,47
2005-07-01,Mississippi,MS,21.3492592592593,27
2005-08-01,Mississippi,MS,9.73133333333333,75
2005-09-01,Mississippi,MS,6.53075221238938,226
2005-10-01,Mississippi,MS,10.2609329829172,761
2005-11-01,Mississippi,MS,20.9167706422018,545
2005-12-01,Mississippi,MS,12.1372911963883,443
2006-01-01,Mississippi,MS,17.597955801105,724
2006-02-01,Mississippi,MS,18.4227747252747,364
2006-03-01,Mississippi,MS,37.875666218035,1486
2006-04-01,Mississippi,MS,22.085958041958,715
2006-05-01,Mississippi,MS,19.0084420289855,276
2006-06-01,Mississippi,MS,26.9752983725136,553
2006-07-01,Mississippi,MS,12.4738403990025,401
2006-08-01,Mississippi,MS,13.6697967479675,246
2006-09-01,Mississippi,MS,14.3492452830189,265
2006-10-01,Mississippi,MS,9.98314410480349,229
2006-11-01,Mississippi,MS,21.6021276595745,94
2006-12-01,Mississippi,MS,16.4194444444444,180
2007-01-01,Mississippi,MS,14.4666666666667,66
2007-02-01,Mississippi,MS,22.4921027287319,623
2007-03-01,Mississippi,MS,20.6213453973249,1271
2007-04-01,Mississippi,MS,13.924431372549,255
2007-05-01,Mississippi,MS,10.389837398374,246
2007-06-01,Mississippi,MS,11.2061660079051,253
2007-07-01,Mississippi,MS,9.2,2
2007-08-01,Mississippi,MS,87.0742857142857,14
2007-09-01,Mississippi,MS,40.02,10
2007-10-01,Mississippi,MS,33.88,10
2007-11-01,Mississippi,MS,23.59875,8
2007-12-01,Mississippi,MS,27.1666666666667,9
2008-01-01,Mississippi,MS,7.36890756302521,119
2008-02-01,Mississippi,MS,21.1736842105263,323
2008-03-01,Mississippi,MS,21.4034456355283,653
2008-04-01,Mississippi,MS,12.5811475409836,122
2008-05-01,Mississippi,MS,9.67074074074074,81
2008-06-01,Mississippi,MS,6.40168,125
2008-07-01,Mississippi,MS,11.5057777777778,180
2008-08-01,Mississippi,MS,9.8811320754717,53
2008-09-01,Mississippi,MS,4.7625,16
2008-10-01,Mississippi,MS,7.49458333333333,72
2008-11-01,Mississippi,MS,37.6163265306122,196
2008-12-01,Mississippi,MS,12.5407894736842,76
2009-01-01,Mississippi,MS,12.5260964912281,228
2009-02-01,Mississippi,MS,14.6844294003868,517
2009-03-01,Mississippi,MS,17.8779616724739,574
2009-04-01,Mississippi,MS,9.37165354330709,127
2009-05-01,Mississippi,MS,6.33870967741935,31
2009-06-01,Mississippi,MS,9.19578947368421,190
2009-07-01,Mississippi,MS,13.3109195402299,174
2009-08-01,Mississippi,MS,6.75454545454545,44
2009-09-01,Mississippi,MS,6.92857142857143,28
2009-10-01,Mississippi,MS,1.32857142857143,7
2009-11-01,Mississippi,MS,5.159375,32
2009-12-01,Mississippi,MS,12.7857142857143,14
2010-01-01,Mississippi,MS,5.63233082706767,133
2010-02-01,Mississippi,MS,13.5107142857143,196
2010-03-01,Mississippi,MS,14.7401612903226,620
2010-04-01,Mississippi,MS,11.9094300518135,386
2010-05-01,Mississippi,MS,4.27826086956522,46
2010-06-01,Mississippi,MS,4.35384615384615,52
2010-07-01,Mississippi,MS,4.37631578947368,38
2010-08-01,Mississippi,MS,5.92553191489362,47
2010-09-01,Mississippi,MS,8.61361386138614,404
2010-10-01,Mississippi,MS,17.0774038461538,728
2010-11-01,Mississippi,MS,5.7960396039604,101
2010-12-01,Mississippi,MS,11.7081714285714,175
2011-01-01,Mississippi,MS,6.93231707317073,164
2011-02-01,Mississippi,MS,18.7980133928571,448
2011-03-01,Mississippi,MS,19.1982894736842,380
2011-04-01,Mississippi,MS,14.8897435897436,117
2011-05-01,Mississippi,MS,14.8056989247312,186
2011-06-01,Mississippi,MS,25.7411764705882,272
2011-07-01,Mississippi,MS,10.2084615384615,13
2011-08-01,Mississippi,MS,1.14,5
2011-09-01,Mississippi,MS,64.95,6
2011-10-01,Mississippi,MS,7.71470588235294,17
2011-11-01,Mississippi,MS,4.63,2
2011-12-01,Mississippi,MS,1.45,4
2012-01-01,Mississippi,MS,8.18267973856209,153
2012-02-01,Mississippi,MS,14.2939393939394,132
2012-03-01,Mississippi,MS,17.1607843137255,204
2012-04-01,Mississippi,MS,8.50793650793651,63
2012-05-01,Mississippi,MS,8.83048780487805,82
2012-06-01,Mississippi,MS,6.86,205
2012-07-01,Mississippi,MS,10.4233644859813,107
2012-08-01,Mississippi,MS,6.325,26
2012-09-01,Mississippi,MS,7.73809523809524,42
2012-10-01,Mississippi,MS,4.92941176470588,51
2012-11-01,Mississippi,MS,11.2144144144144,111
2012-12-01,Mississippi,MS,7.53333333333333,42
2013-01-01,Mississippi,MS,6.39583333333333,72
2013-02-01,Mississippi,MS,10.0662162162162,148
2013-03-01,Mississippi,MS,21.597514619883,684
2013-04-01,Mississippi,MS,8.7,89
2013-05-01,Mississippi,MS,3.81578947368421,38
2013-06-01,Mississippi,MS,7.19285714285714,28
2013-07-01,Mississippi,MS,3.82142857142857,28
2013-08-01,Mississippi,MS,8.19803921568627,51
2013-09-01,Mississippi,MS,13.7372881355932,177
2013-10-01,Mississippi,MS,7.02608695652174,46
2013-11-01,Mississippi,MS,6.46458333333333,48
2013-12-01,Mississippi,MS,7.36835443037975,79
2014-01-01,Mississippi,MS,14.6779960707269,509
2014-02-01,Mississippi,MS,12.8733333333333,210
2014-03-01,Mississippi,MS,23.3727272727273,528
2014-04-01,Mississippi,MS,12.6761589403974,151
2014-05-01,Mississippi,MS,10.4636363636364,110
2014-06-01,Mississippi,MS,9.14285714285714,14
2014-07-01,Mississippi,MS,4.63888888888889,36
2014-08-01,Mississippi,MS,7.44067796610169,59
2014-09-01,Mississippi,MS,4.64150943396226,53
2014-10-01,Mississippi,MS,10.194776119403,134
2014-11-01,Mississippi,MS,11.6398576512456,281
2014-12-01,Mississippi,MS,14.6640287769784,139
2015-01-01,Mississippi,MS,10.8883802816901,284
2015-02-01,Mississippi,MS,24.9916666666667,576
2015-03-01,Mississippi,MS,15.9464285714286,112
2015-04-01,Mississippi,MS,8.5921568627451,51
2015-05-01,Mississippi,MS,9.02619047619048,42
2015-06-01,Mississippi,MS,7.05,20
2015-07-01,Mississippi,MS,48.2962962962963,54
2015-08-01,Mississippi,MS,8.088,150
2015-09-01,Mississippi,MS,10.7093617021277,235
2015-10-01,Mississippi,MS,16.0583333333333,528
2015-11-01,Mississippi,MS,5.84473684210526,38
2015-12-01,Mississippi,MS,3.21875,32
1992-01-01,Montana,MT,12.4047619047619,21
1992-02-01,Montana,MT,8.52348837209302,43
1992-03-01,Montana,MT,22.1341975308642,162
1992-04-01,Montana,MT,61.7224175824176,91
1992-05-01,Montana,MT,51.6397857142857,140
1992-06-01,Montana,MT,8.65035897435897,390
1992-07-01,Montana,MT,1.70556179775281,178
1992-08-01,Montana,MT,9.95833753148615,397
1992-09-01,Montana,MT,93.81671875,128
1992-10-01,Montana,MT,23.2573417721519,79
1992-11-01,Montana,MT,5.4,10
1992-12-01,Montana,MT,0.7,3
1993-01-01,Montana,MT,0.0,0
1993-02-01,Montana,MT,0.0,0
1993-03-01,Montana,MT,5.22147058823529,34
1993-04-01,Montana,MT,11.7231182795699,93
1993-05-01,Montana,MT,4.32817391304348,115
1993-06-01,Montana,MT,10.5623684210526,114
1993-07-01,Montana,MT,1.37662337662338,77
1993-08-01,Montana,MT,0.603125,176
1993-09-01,Montana,MT,8.78016666666667,60
1993-10-01,Montana,MT,23.746,50
1993-11-01,Montana,MT,384.671,20
1993-12-01,Montana,MT,2.275,4
1994-01-01,Montana,MT,102.32,5
1994-02-01,Montana,MT,0.0,0
1994-03-01,Montana,MT,28.4344545454545,110
1994-04-01,Montana,MT,27.2892307692308,156
1994-05-01,Montana,MT,12.809693877551,98
1994-06-01,Montana,MT,15.8392215568862,167
1994-07-01,Montana,MT,23.6083257403189,878
1994-08-01,Montana,MT,106.970049220673,1219
1994-09-01,Montana,MT,372.317018181818,275
1994-10-01,Montana,MT,5.28121212121212,66
1994-11-01,Montana,MT,5.28,5
1994-12-01,Montana,MT,1.12,5
1995-01-01,Montana,MT,5.84285714285714,7
1995-02-01,Montana,MT,103.928928571429,28
1995-03-01,Montana,MT,8.62941176470588,34
1995-04-01,Montana,MT,12.765303030303,66
1995-05-01,Montana,MT,13.5551923076923,52
1995-06-01,Montana,MT,4.522,85
1995-07-01,Montana,MT,11.4830769230769,273
1995-08-01,Montana,MT,28.6839763779528,254
1995-09-01,Montana,MT,41.4536057692308,208
1995-10-01,Montana,MT,10.0935714285714,28
1995-11-01,Montana,MT,42.64375,16
1995-12-01,Montana,MT,0.01,1
1996-01-01,Montana,MT,39.62,5
1996-02-01,Montana,MT,9.9,5
1996-03-01,Montana,MT,3.025,12
1996-04-01,Montana,MT,6.58317073170732,82
1996-05-01,Montana,MT,0.852258064516129,31
1996-06-01,Montana,MT,28.598152866242,157
1996-07-01,Montana,MT,25.095073800738,542
1996-08-01,Montana,MT,204.541210191083,785
1996-09-01,Montana,MT,50.5240705128205,312
1996-10-01,Montana,MT,248.733518518519,54
1996-11-01,Montana,MT,19.8285714285714,7
1996-12-01,Montana,MT,0.1,1
1997-01-01,Montana,MT,0.0,0
1997-02-01,Montana,MT,0.84,5
1997-03-01,Montana,MT,116.04,20
1997-04-01,Montana,MT,2.44871794871795,39
1997-05-01,Montana,MT,4.79625,72
1997-06-01,Montana,MT,3.26577777777778,90
1997-07-01,Montana,MT,8.00893617021277,188
1997-08-01,Montana,MT,3.14430985915493,355
1997-09-01,Montana,MT,19.0035897435897,156
1997-10-01,Montana,MT,69.1760606060606,33
1997-11-01,Montana,MT,9.925,20
1997-12-01,Montana,MT,14.3733333333333,15
1998-01-01,Montana,MT,0.15,2
1998-02-01,Montana,MT,1.85,18
1998-03-01,Montana,MT,8.78421052631579,38
1998-04-01,Montana,MT,10.1260240963855,166
1998-05-01,Montana,MT,70.4396026490066,151
1998-06-01,Montana,MT,2.477,50
1998-07-01,Montana,MT,14.3829677419355,310
1998-08-01,Montana,MT,58.8703498542274,686
1998-09-01,Montana,MT,107.911895261845,401
1998-10-01,Montana,MT,7.07315789473684,57
1998-11-01,Montana,MT,0.923809523809524,21
1998-12-01,Montana,MT,1.07777777777778,9
1999-01-01,Montana,MT,0.825,4
1999-02-01,Montana,MT,11.53,10
1999-03-01,Montana,MT,17.4138532110092,109
1999-04-01,Montana,MT,14.2359090909091,110
1999-05-01,Montana,MT,7.41835820895522,67
1999-06-01,Montana,MT,0.899926470588235,136
1999-07-01,Montana,MT,103.927849223947,451
1999-08-01,Montana,MT,35.113201911589,837
1999-09-01,Montana,MT,16.2226627218935,169
1999-10-01,Montana,MT,300.365408163265,98
1999-11-01,Montana,MT,5.15152777777778,72
1999-12-01,Montana,MT,171.065384615385,26
2000-01-01,Montana,MT,11.975,4
2000-02-01,Montana,MT,24.7428571428571,7
2000-03-01,Montana,MT,8.35614035087719,57
2000-04-01,Montana,MT,12.3979032258065,124
2000-05-01,Montana,MT,13.3785869565217,92
2000-06-01,Montana,MT,5.10543307086614,127
