Date,State,StateAbbreviation,NumberOfFloods
2009-10-01,North Carolina,NC,0
2009-11-01,North Carolina,NC,28
2009-12-01,North Carolina,NC,13
2010-01-01,North Carolina,NC,48
2010-02-01,North Carolina,NC,11
2010-03-01,North Carolina,NC,9
2010-04-01,North Carolina,NC,0
2010-05-01,North Carolina,NC,20
2010-06-01,North Carolina,NC,22
2010-07-01,North Carolina,NC,16
2010-08-01,North Carolina,NC,24
2010-09-01,North Carolina,NC,102
2010-10-01,North Carolina,NC,8
2010-11-01,North Carolina,NC,8
2010-12-01,North Carolina,NC,3
2011-01-01,North Carolina,NC,0
2011-02-01,North Carolina,NC,0
2011-03-01,North Carolina,NC,17
2011-04-01,North Carolina,NC,13
2011-05-01,North Carolina,NC,8
2011-06-01,North Carolina,NC,17
2011-07-01,North Carolina,NC,12
2011-08-01,North Carolina,NC,42
2011-09-01,North Carolina,NC,22
2011-10-01,North Carolina,NC,0
2011-11-01,North Carolina,NC,14
2011-12-01,North Carolina,NC,1
2012-01-01,North Carolina,NC,0
2012-02-01,North Carolina,NC,1
2012-03-01,North Carolina,NC,3
2012-04-01,North Carolina,NC,1
2012-05-01,North Carolina,NC,36
2012-06-01,North Carolina,NC,2
2012-07-01,North Carolina,NC,19
2012-08-01,North Carolina,NC,23
2012-09-01,North Carolina,NC,17
2012-10-01,North Carolina,NC,6
2012-11-01,North Carolina,NC,4
2012-12-01,North Carolina,NC,0
2013-01-01,North Carolina,NC,34
2013-02-01,North Carolina,NC,0
2013-03-01,North Carolina,NC,1
2013-04-01,North Carolina,NC,0
2013-05-01,North Carolina,NC,24
2013-06-01,North Carolina,NC,58
2013-07-01,North Carolina,NC,83
2013-08-01,North Carolina,NC,11
2013-09-01,North Carolina,NC,8
2013-10-01,North Carolina,NC,0
2013-11-01,North Carolina,NC,0
2013-12-01,North Carolina,NC,4
2014-01-01,North Carolina,NC,0
2014-02-01,North Carolina,NC,0
2014-03-01,North Carolina,NC,18
2014-04-01,North Carolina,NC,22
2014-05-01,North Carolina,NC,20
2014-06-01,North Carolina,NC,12
2014-07-01,North Carolina,NC,42
2014-08-01,North Carolina,NC,40
2014-09-01,North Carolina,NC,44
2014-10-01,North Carolina,NC,10
2014-11-01,North Carolina,NC,4
2014-12-01,North Carolina,NC,8
2015-01-01,North Carolina,NC,0
2015-02-01,North Carolina,NC,0
2015-03-01,North Carolina,NC,0
2015-04-01,North Carolina,NC,26
2015-05-01,North Carolina,NC,2
2015-06-01,North Carolina,NC,26
2015-07-01,North Carolina,NC,32
2015-08-01,North Carolina,NC,22
2015-09-01,North Carolina,NC,26
2015-10-01,North Carolina,NC,78
2015-11-01,North Carolina,NC,15
2015-12-01,North Carolina,NC,50
2016-01-01,North Carolina,NC,0
2016-02-01,North Carolina,NC,20
2016-03-01,North Carolina,NC,0
2016-04-01,North Carolina,NC,0
2016-05-01,North Carolina,NC,2
2016-06-01,North Carolina,NC,7
2016-07-01,North Carolina,NC,13
2016-08-01,North Carolina,NC,18
2016-09-01,North Carolina,NC,49
2016-10-01,North Carolina,NC,58
2016-11-01,North Carolina,NC,0
2016-12-01,North Carolina,NC,0
2017-01-01,North Carolina,NC,0
2017-02-01,North Carolina,NC,0
2017-03-01,North Carolina,NC,2
2017-04-01,North Carolina,NC,43
2017-05-01,North Carolina,NC,12
2017-06-01,North Carolina,NC,10
2017-07-01,North Carolina,NC,14
2017-08-01,North Carolina,NC,8
2017-09-01,North Carolina,NC,13
2017-10-01,North Carolina,NC,22
2017-11-01,North Carolina,NC,0
2017-12-01,North Carolina,NC,0
2018-01-01,North Carolina,NC,2
2018-02-01,North Carolina,NC,4
2018-03-01,North Carolina,NC,2
2018-04-01,North Carolina,NC,8
2018-05-01,North Carolina,NC,57
2018-06-01,North Carolina,NC,1
2018-07-01,North Carolina,NC,38
2018-08-01,North Carolina,NC,38
2018-09-01,North Carolina,NC,216
2018-10-01,North Carolina,NC,0
2018-11-01,North Carolina,NC,8
2018-12-01,North Carolina,NC,17
2019-01-01,North Carolina,NC,0
2019-02-01,North Carolina,NC,6
2019-03-01,North Carolina,NC,0
2019-04-01,North Carolina,NC,20
2019-05-01,North Carolina,NC,0
2019-06-01,North Carolina,NC,44
2019-07-01,North Carolina,NC,8
2019-08-01,North Carolina,NC,8
2019-09-01,North Carolina,NC,33
2019-10-01,North Carolina,NC,0
2019-11-01,North Carolina,NC,1
2019-12-01,North Carolina,NC,0
2020-01-01,North Carolina,NC,5
2020-02-01,North Carolina,NC,61
2020-03-01,North Carolina,NC,0
2020-04-01,North Carolina,NC,22
2020-05-01,North Carolina,NC,33
2020-06-01,North Carolina,NC,50
2020-07-01,North Carolina,NC,5
2020-08-01,North Carolina,NC,170
2020-09-01,North Carolina,NC,13
2020-10-01,North Carolina,NC,27
2020-11-01,North Carolina,NC,50
2020-12-01,North Carolina,NC,0
2021-01-01,North Carolina,NC,0
2021-02-01,North Carolina,NC,0
2021-03-01,North Carolina,NC,0
2021-04-01,North Carolina,NC,0
2021-05-01,North Carolina,NC,0
2021-06-01,North Carolina,NC,0
2021-07-01,North Carolina,NC,0
2021-08-01,North Carolina,NC,0
2021-09-01,North Carolina,NC,0
2021-10-01,North Carolina,NC,0
2021-11-01,North Carolina,NC,0
2021-12-01,North Carolina,NC,0
2006-01-01,North Dakota,ND,0
2006-02-01,North Dakota,ND,0
2006-03-01,North Dakota,ND,0
2006-04-01,North Dakota,ND,0
2006-05-01,North Dakota,ND,0
2006-06-01,North Dakota,ND,0
2006-07-01,North Dakota,ND,0
2006-08-01,North Dakota,ND,0
2006-09-01,North Dakota,ND,0
2006-10-01,North Dakota,ND,1
2006-11-01,North Dakota,ND,1
2006-12-01,North Dakota,ND,1
2007-01-01,North Dakota,ND,0
2007-02-01,North Dakota,ND,0
2007-03-01,North Dakota,ND,4
2007-04-01,North Dakota,ND,5
2007-05-01,North Dakota,ND,12
2007-06-01,North Dakota,ND,28
2007-07-01,North Dakota,ND,2
2007-08-01,North Dakota,ND,4
2007-09-01,North Dakota,ND,0
2007-10-01,North Dakota,ND,0
2007-11-01,North Dakota,ND,0
2007-12-01,North Dakota,ND,0
2008-01-01,North Dakota,ND,0
2008-02-01,North Dakota,ND,0
2008-03-01,North Dakota,ND,0
2008-04-01,North Dakota,ND,0
2008-05-01,North Dakota,ND,0
2008-06-01,North Dakota,ND,2
2008-07-01,North Dakota,ND,1
2008-08-01,North Dakota,ND,4
2008-09-01,North Dakota,ND,6
2008-10-01,North Dakota,ND,0
2008-11-01,North Dakota,ND,0
2008-12-01,North Dakota,ND,0
2009-01-01,North Dakota,ND,0
2009-02-01,North Dakota,ND,0
2009-03-01,North Dakota,ND,51
2009-04-01,North Dakota,ND,41
2009-05-01,North Dakota,ND,10
2009-06-01,North Dakota,ND,21
2009-07-01,North Dakota,ND,3
2009-08-01,North Dakota,ND,3
2009-09-01,North Dakota,ND,1
2009-10-01,North Dakota,ND,0
2009-11-01,North Dakota,ND,0
2009-12-01,North Dakota,ND,0
2010-01-01,North Dakota,ND,0
2010-02-01,North Dakota,ND,0
2010-03-01,North Dakota,ND,13
2010-04-01,North Dakota,ND,6
2010-05-01,North Dakota,ND,24
2010-06-01,North Dakota,ND,13
2010-07-01,North Dakota,ND,6
2010-08-01,North Dakota,ND,6
2010-09-01,North Dakota,ND,1
2010-10-01,North Dakota,ND,0
2010-11-01,North Dakota,ND,0
2010-12-01,North Dakota,ND,0
2011-01-01,North Dakota,ND,0
2011-02-01,North Dakota,ND,1
2011-03-01,North Dakota,ND,0
2011-04-01,North Dakota,ND,17
2011-05-01,North Dakota,ND,18
2011-06-01,North Dakota,ND,33
2011-07-01,North Dakota,ND,36
2011-08-01,North Dakota,ND,33
2011-09-01,North Dakota,ND,0
2011-10-01,North Dakota,ND,0
2011-11-01,North Dakota,ND,0
2011-12-01,North Dakota,ND,0
2012-01-01,North Dakota,ND,0
2012-02-01,North Dakota,ND,0
2012-03-01,North Dakota,ND,0
2012-04-01,North Dakota,ND,0
2012-05-01,North Dakota,ND,0
2012-06-01,North Dakota,ND,2
2012-07-01,North Dakota,ND,1
2012-08-01,North Dakota,ND,0
2012-09-01,North Dakota,ND,0
2012-10-01,North Dakota,ND,0
2012-11-01,North Dakota,ND,0
2012-12-01,North Dakota,ND,0
2013-01-01,North Dakota,ND,0
2013-02-01,North Dakota,ND,0
2013-03-01,North Dakota,ND,0
2013-04-01,North Dakota,ND,11
2013-05-01,North Dakota,ND,12
2013-06-01,North Dakota,ND,25
2013-07-01,North Dakota,ND,1
2013-08-01,North Dakota,ND,0
2013-09-01,North Dakota,ND,0
2013-10-01,North Dakota,ND,0
2013-11-01,North Dakota,ND,0
2013-12-01,North Dakota,ND,0
2014-01-01,North Dakota,ND,0
2014-02-01,North Dakota,ND,0
2014-03-01,North Dakota,ND,0
2014-04-01,North Dakota,ND,2
2014-05-01,North Dakota,ND,2
2014-06-01,North Dakota,ND,20
2014-07-01,North Dakota,ND,4
2014-08-01,North Dakota,ND,18
2014-09-01,North Dakota,ND,4
2014-10-01,North Dakota,ND,0
2014-11-01,North Dakota,ND,0
2014-12-01,North Dakota,ND,0
2015-01-01,North Dakota,ND,0
2015-02-01,North Dakota,ND,0
2015-03-01,North Dakota,ND,0
2015-04-01,North Dakota,ND,0
2015-05-01,North Dakota,ND,4
2015-06-01,North Dakota,ND,2
2015-07-01,North Dakota,ND,4
2015-08-01,North Dakota,ND,0
2015-09-01,North Dakota,ND,0
2015-10-01,North Dakota,ND,0
2015-11-01,North Dakota,ND,0
2015-12-01,North Dakota,ND,0
2016-01-01,North Dakota,ND,0
2016-02-01,North Dakota,ND,0
2016-03-01,North Dakota,ND,0
2016-04-01,North Dakota,ND,0
2016-05-01,North Dakota,ND,0
2016-06-01,North Dakota,ND,4
2016-07-01,North Dakota,ND,2
2016-08-01,North Dakota,ND,8
2016-09-01,North Dakota,ND,1
2016-10-01,North Dakota,ND,0
2016-11-01,North Dakota,ND,0
2016-12-01,North Dakota,ND,0
2017-01-01,North Dakota,ND,0
2017-02-01,North Dakota,ND,0
2017-03-01,North Dakota,ND,3
2017-04-01,North Dakota,ND,3
2017-05-01,North Dakota,ND,0
2017-06-01,North Dakota,ND,0
2017-07-01,North Dakota,ND,0
2017-08-01,North Dakota,ND,0
2017-09-01,North Dakota,ND,0
2017-10-01,North Dakota,ND,0
2017-11-01,North Dakota,ND,0
2017-12-01,North Dakota,ND,0
2018-01-01,North Dakota,ND,0
2018-02-01,North Dakota,ND,0
2018-03-01,North Dakota,ND,0
2018-04-01,North Dakota,ND,0
2018-05-01,North Dakota,ND,1
2018-06-01,North Dakota,ND,3
2018-07-01,North Dakota,ND,2
2018-08-01,North Dakota,ND,0
2018-09-01,North Dakota,ND,0
2018-10-01,North Dakota,ND,0
2018-11-01,North Dakota,ND,0
2018-12-01,North Dakota,ND,0
2019-01-01,North Dakota,ND,0
2019-02-01,North Dakota,ND,0
2019-03-01,North Dakota,ND,2
2019-04-01,North Dakota,ND,8
2019-05-01,North Dakota,ND,0
2019-06-01,North Dakota,ND,0
2019-07-01,North Dakota,ND,4
2019-08-01,North Dakota,ND,0
2019-09-01,North Dakota,ND,10
2019-10-01,North Dakota,ND,0
2019-11-01,North Dakota,ND,0
2019-12-01,North Dakota,ND,0
2020-01-01,North Dakota,ND,0
2020-02-01,North Dakota,ND,0
2020-03-01,North Dakota,ND,1
2020-04-01,North Dakota,ND,0
2020-05-01,North Dakota,ND,0
2020-06-01,North Dakota,ND,2
2020-07-01,North Dakota,ND,6
2020-08-01,North Dakota,ND,0
2020-09-01,North Dakota,ND,0
2020-10-01,North Dakota,ND,0
2020-11-01,North Dakota,ND,0
2020-12-01,North Dakota,ND,0
2021-01-01,North Dakota,ND,0
2021-02-01,North Dakota,ND,0
2021-03-01,North Dakota,ND,0
2021-04-01,North Dakota,ND,0
2021-05-01,North Dakota,ND,0
2021-06-01,North Dakota,ND,0
2021-07-01,North Dakota,ND,0
2021-08-01,North Dakota,ND,0
2021-09-01,North Dakota,ND,0
2021-10-01,North Dakota,ND,0
2021-11-01,North Dakota,ND,0
2021-12-01,North Dakota,ND,0
2006-01-01,Nebraska,NE,0
2006-02-01,Nebraska,NE,0
2006-03-01,Nebraska,NE,0
2006-04-01,Nebraska,NE,0
2006-05-01,Nebraska,NE,0
2006-06-01,Nebraska,NE,0
2006-07-01,Nebraska,NE,0
2006-08-01,Nebraska,NE,0
2006-09-01,Nebraska,NE,0
2006-10-01,Nebraska,NE,0
2006-11-01,Nebraska,NE,0
2006-12-01,Nebraska,NE,0
2007-01-01,Nebraska,NE,0
2007-02-01,Nebraska,NE,23
2007-03-01,Nebraska,NE,2
2007-04-01,Nebraska,NE,7
2007-05-01,Nebraska,NE,56
2007-06-01,Nebraska,NE,14
2007-07-01,Nebraska,NE,8
2007-08-01,Nebraska,NE,37
2007-09-01,Nebraska,NE,1
2007-10-01,Nebraska,NE,5
2007-11-01,Nebraska,NE,0
2007-12-01,Nebraska,NE,0
2008-01-01,Nebraska,NE,0
2008-02-01,Nebraska,NE,0
2008-03-01,Nebraska,NE,3
2008-04-01,Nebraska,NE,4
2008-05-01,Nebraska,NE,64
2008-06-01,Nebraska,NE,78
2008-07-01,Nebraska,NE,26
2008-08-01,Nebraska,NE,7
2008-09-01,Nebraska,NE,1
2008-10-01,Nebraska,NE,4
2008-11-01,Nebraska,NE,0
2008-12-01,Nebraska,NE,0
2009-01-01,Nebraska,NE,0
2009-02-01,Nebraska,NE,2
2009-03-01,Nebraska,NE,2
2009-04-01,Nebraska,NE,0
2009-05-01,Nebraska,NE,0
2009-06-01,Nebraska,NE,13
2009-07-01,Nebraska,NE,5
2009-08-01,Nebraska,NE,14
2009-09-01,Nebraska,NE,1
2009-10-01,Nebraska,NE,0
2009-11-01,Nebraska,NE,0
2009-12-01,Nebraska,NE,0
2010-01-01,Nebraska,NE,0
2010-02-01,Nebraska,NE,0
2010-03-01,Nebraska,NE,16
2010-04-01,Nebraska,NE,1
2010-05-01,Nebraska,NE,1
2010-06-01,Nebraska,NE,111
2010-07-01,Nebraska,NE,34
2010-08-01,Nebraska,NE,7
2010-09-01,Nebraska,NE,11
2010-10-01,Nebraska,NE,3
2010-11-01,Nebraska,NE,0
2010-12-01,Nebraska,NE,1
2011-01-01,Nebraska,NE,4
2011-02-01,Nebraska,NE,13
2011-03-01,Nebraska,NE,3
2011-04-01,Nebraska,NE,4
2011-05-01,Nebraska,NE,32
2011-06-01,Nebraska,NE,47
2011-07-01,Nebraska,NE,28
2011-08-01,Nebraska,NE,23
2011-09-01,Nebraska,NE,10
2011-10-01,Nebraska,NE,2
2011-11-01,Nebraska,NE,0
2011-12-01,Nebraska,NE,0
2012-01-01,Nebraska,NE,0
2012-02-01,Nebraska,NE,0
2012-03-01,Nebraska,NE,0
2012-04-01,Nebraska,NE,17
2012-05-01,Nebraska,NE,6
2012-06-01,Nebraska,NE,4
2012-07-01,Nebraska,NE,2
2012-08-01,Nebraska,NE,0
2012-09-01,Nebraska,NE,0
2012-10-01,Nebraska,NE,0
2012-11-01,Nebraska,NE,0
2012-12-01,Nebraska,NE,0
2013-01-01,Nebraska,NE,0
2013-02-01,Nebraska,NE,0
2013-03-01,Nebraska,NE,0
2013-04-01,Nebraska,NE,0
2013-05-01,Nebraska,NE,16
2013-06-01,Nebraska,NE,8
2013-07-01,Nebraska,NE,0
2013-08-01,Nebraska,NE,5
2013-09-01,Nebraska,NE,22
2013-10-01,Nebraska,NE,10
2013-11-01,Nebraska,NE,0
2013-12-01,Nebraska,NE,0
2014-01-01,Nebraska,NE,0
2014-02-01,Nebraska,NE,0
2014-03-01,Nebraska,NE,1
2014-04-01,Nebraska,NE,0
2014-05-01,Nebraska,NE,20
2014-06-01,Nebraska,NE,88
2014-07-01,Nebraska,NE,10
2014-08-01,Nebraska,NE,7
2014-09-01,Nebraska,NE,18
2014-10-01,Nebraska,NE,14
2014-11-01,Nebraska,NE,0
2014-12-01,Nebraska,NE,0
2015-01-01,Nebraska,NE,2
2015-02-01,Nebraska,NE,0
2015-03-01,Nebraska,NE,0
2015-04-01,Nebraska,NE,0
2015-05-01,Nebraska,NE,46
2015-06-01,Nebraska,NE,68
2015-07-01,Nebraska,NE,6
2015-08-01,Nebraska,NE,16
2015-09-01,Nebraska,NE,0
2015-10-01,Nebraska,NE,0
2015-11-01,Nebraska,NE,0
2015-12-01,Nebraska,NE,4
2016-01-01,Nebraska,NE,0
2016-02-01,Nebraska,NE,0
2016-03-01,Nebraska,NE,0
2016-04-01,Nebraska,NE,0
2016-05-01,Nebraska,NE,39
2016-06-01,Nebraska,NE,15
2016-07-01,Nebraska,NE,6
2016-08-01,Nebraska,NE,8
2016-09-01,Nebraska,NE,12
2016-10-01,Nebraska,NE,1
2016-11-01,Nebraska,NE,0
2016-12-01,Nebraska,NE,0
2017-01-01,Nebraska,NE,0
2017-02-01,Nebraska,NE,1
2017-03-01,Nebraska,NE,0
2017-04-01,Nebraska,NE,0
2017-05-01,Nebraska,NE,0
2017-06-01,Nebraska,NE,4
2017-07-01,Nebraska,NE,2
2017-08-01,Nebraska,NE,24
2017-09-01,Nebraska,NE,0
2017-10-01,Nebraska,NE,3
2017-11-01,Nebraska,NE,0
2017-12-01,Nebraska,NE,0
2018-01-01,Nebraska,NE,0
2018-02-01,Nebraska,NE,0
2018-03-01,Nebraska,NE,0
2018-04-01,Nebraska,NE,0
2018-05-01,Nebraska,NE,8
2018-06-01,Nebraska,NE,30
2018-07-01,Nebraska,NE,7
2018-08-01,Nebraska,NE,7
2018-09-01,Nebraska,NE,10
2018-10-01,Nebraska,NE,0
2018-11-01,Nebraska,NE,0
2018-12-01,Nebraska,NE,1
2019-01-01,Nebraska,NE,4
2019-02-01,Nebraska,NE,0
2019-03-01,Nebraska,NE,399
2019-04-01,Nebraska,NE,0
2019-05-01,Nebraska,NE,56
2019-06-01,Nebraska,NE,7
2019-07-01,Nebraska,NE,14
2019-08-01,Nebraska,NE,18
2019-09-01,Nebraska,NE,14
2019-10-01,Nebraska,NE,4
2019-11-01,Nebraska,NE,0
2019-12-01,Nebraska,NE,0
2020-01-01,Nebraska,NE,0
2020-02-01,Nebraska,NE,1
2020-03-01,Nebraska,NE,0
2020-04-01,Nebraska,NE,0
2020-05-01,Nebraska,NE,13
2020-06-01,Nebraska,NE,107
2020-07-01,Nebraska,NE,96
2020-08-01,Nebraska,NE,0
2020-09-01,Nebraska,NE,0
2020-10-01,Nebraska,NE,0
2020-11-01,Nebraska,NE,0
2020-12-01,Nebraska,NE,0
2021-01-01,Nebraska,NE,0
2021-02-01,Nebraska,NE,0
2021-03-01,Nebraska,NE,0
2021-04-01,Nebraska,NE,0
2021-05-01,Nebraska,NE,0
2021-06-01,Nebraska,NE,0
2021-07-01,Nebraska,NE,0
2021-08-01,Nebraska,NE,0
2021-09-01,Nebraska,NE,0
2021-10-01,Nebraska,NE,0
2021-11-01,Nebraska,NE,0
2021-12-01,Nebraska,NE,0
2006-01-01,New Hampshire,NH,0
2006-02-01,New Hampshire,NH,0
2006-03-01,New Hampshire,NH,0
2006-04-01,New Hampshire,NH,0
2006-05-01,New Hampshire,NH,0
2006-06-01,New Hampshire,NH,0
2006-07-01,New Hampshire,NH,0
2006-08-01,New Hampshire,NH,0
2006-09-01,New Hampshire,NH,0
2006-10-01,New Hampshire,NH,5
2006-11-01,New Hampshire,NH,4
2006-12-01,New Hampshire,NH,0
2007-01-01,New Hampshire,NH,0
2007-02-01,New Hampshire,NH,0
2007-03-01,New Hampshire,NH,0
2007-04-01,New Hampshire,NH,23
2007-05-01,New Hampshire,NH,0
2007-06-01,New Hampshire,NH,0
2007-07-01,New Hampshire,NH,0
2007-08-01,New Hampshire,NH,0
2007-09-01,New Hampshire,NH,0
2007-10-01,New Hampshire,NH,1
2007-11-01,New Hampshire,NH,0
2007-12-01,New Hampshire,NH,0
2008-01-01,New Hampshire,NH,1
2008-02-01,New Hampshire,NH,2
2008-03-01,New Hampshire,NH,3
2008-04-01,New Hampshire,NH,5
2008-05-01,New Hampshire,NH,0
2008-06-01,New Hampshire,NH,0
2008-07-01,New Hampshire,NH,3
2008-08-01,New Hampshire,NH,14
2008-09-01,New Hampshire,NH,8
2008-10-01,New Hampshire,NH,1
2008-11-01,New Hampshire,NH,0
2008-12-01,New Hampshire,NH,1
2009-01-01,New Hampshire,NH,1
2009-02-01,New Hampshire,NH,0
2009-03-01,New Hampshire,NH,0
2009-04-01,New Hampshire,NH,2
2009-05-01,New Hampshire,NH,0
2009-06-01,New Hampshire,NH,3
2009-07-01,New Hampshire,NH,0
2009-08-01,New Hampshire,NH,5
2009-09-01,New Hampshire,NH,0
2009-10-01,New Hampshire,NH,2
2009-11-01,New Hampshire,NH,0
2009-12-01,New Hampshire,NH,2
2010-01-01,New Hampshire,NH,4
2010-02-01,New Hampshire,NH,10
2010-03-01,New Hampshire,NH,23
2010-04-01,New Hampshire,NH,4
2010-05-01,New Hampshire,NH,0
2010-06-01,New Hampshire,NH,0
2010-07-01,New Hampshire,NH,0
2010-08-01,New Hampshire,NH,0
2010-09-01,New Hampshire,NH,1
2010-10-01,New Hampshire,NH,9
2010-11-01,New Hampshire,NH,0
2010-12-01,New Hampshire,NH,3
2011-01-01,New Hampshire,NH,1
2011-02-01,New Hampshire,NH,0
2011-03-01,New Hampshire,NH,8
2011-04-01,New Hampshire,NH,15
2011-05-01,New Hampshire,NH,17
2011-06-01,New Hampshire,NH,0
2011-07-01,New Hampshire,NH,1
2011-08-01,New Hampshire,NH,40
2011-09-01,New Hampshire,NH,1
2011-10-01,New Hampshire,NH,2
2011-11-01,New Hampshire,NH,2
2011-12-01,New Hampshire,NH,1
2012-01-01,New Hampshire,NH,0
2012-02-01,New Hampshire,NH,0
2012-03-01,New Hampshire,NH,0
2012-04-01,New Hampshire,NH,0
2012-05-01,New Hampshire,NH,8
2012-06-01,New Hampshire,NH,5
2012-07-01,New Hampshire,NH,0
2012-08-01,New Hampshire,NH,2
2012-09-01,New Hampshire,NH,2
2012-10-01,New Hampshire,NH,4
2012-11-01,New Hampshire,NH,0
2012-12-01,New Hampshire,NH,2
2013-01-01,New Hampshire,NH,1
2013-02-01,New Hampshire,NH,1
2013-03-01,New Hampshire,NH,0
2013-04-01,New Hampshire,NH,0
2013-05-01,New Hampshire,NH,3
2013-06-01,New Hampshire,NH,4
2013-07-01,New Hampshire,NH,9
2013-08-01,New Hampshire,NH,3
2013-09-01,New Hampshire,NH,10
2013-10-01,New Hampshire,NH,0
2013-11-01,New Hampshire,NH,0
2013-12-01,New Hampshire,NH,0
2014-01-01,New Hampshire,NH,10
2014-02-01,New Hampshire,NH,0
2014-03-01,New Hampshire,NH,4
2014-04-01,New Hampshire,NH,38
2014-05-01,New Hampshire,NH,4
2014-06-01,New Hampshire,NH,10
2014-07-01,New Hampshire,NH,12
2014-08-01,New Hampshire,NH,6
2014-09-01,New Hampshire,NH,0
2014-10-01,New Hampshire,NH,4
2014-11-01,New Hampshire,NH,0
2014-12-01,New Hampshire,NH,0
2015-01-01,New Hampshire,NH,2
2015-02-01,New Hampshire,NH,2
2015-03-01,New Hampshire,NH,0
2015-04-01,New Hampshire,NH,6
2015-05-01,New Hampshire,NH,3
2015-06-01,New Hampshire,NH,0
2015-07-01,New Hampshire,NH,6
2015-08-01,New Hampshire,NH,12
2015-09-01,New Hampshire,NH,2
2015-10-01,New Hampshire,NH,0
2015-11-01,New Hampshire,NH,0
2015-12-01,New Hampshire,NH,0
2016-01-01,New Hampshire,NH,0
2016-02-01,New Hampshire,NH,4
2016-03-01,New Hampshire,NH,0
2016-04-01,New Hampshire,NH,0
2016-05-01,New Hampshire,NH,0
2016-06-01,New Hampshire,NH,0
2016-07-01,New Hampshire,NH,0
2016-08-01,New Hampshire,NH,1
2016-09-01,New Hampshire,NH,0
2016-10-01,New Hampshire,NH,12
2016-11-01,New Hampshire,NH,1
2016-12-01,New Hampshire,NH,0
2017-01-01,New Hampshire,NH,0
2017-02-01,New Hampshire,NH,2
2017-03-01,New Hampshire,NH,0
2017-04-01,New Hampshire,NH,4
2017-05-01,New Hampshire,NH,2
2017-06-01,New Hampshire,NH,14
2017-07-01,New Hampshire,NH,72
2017-08-01,New Hampshire,NH,0
2017-09-01,New Hampshire,NH,0
2017-10-01,New Hampshire,NH,52
2017-11-01,New Hampshire,NH,2
2017-12-01,New Hampshire,NH,0
2018-01-01,New Hampshire,NH,7
2018-02-01,New Hampshire,NH,2
2018-03-01,New Hampshire,NH,7
2018-04-01,New Hampshire,NH,2
2018-05-01,New Hampshire,NH,0
2018-06-01,New Hampshire,NH,0
2018-07-01,New Hampshire,NH,2
2018-08-01,New Hampshire,NH,14
2018-09-01,New Hampshire,NH,3
2018-10-01,New Hampshire,NH,0
2018-11-01,New Hampshire,NH,4
2018-12-01,New Hampshire,NH,3
2019-01-01,New Hampshire,NH,4
2019-02-01,New Hampshire,NH,0
2019-03-01,New Hampshire,NH,0
2019-04-01,New Hampshire,NH,13
2019-05-01,New Hampshire,NH,1
2019-06-01,New Hampshire,NH,0
2019-07-01,New Hampshire,NH,1
2019-08-01,New Hampshire,NH,1
2019-09-01,New Hampshire,NH,0
2019-10-01,New Hampshire,NH,1
2019-11-01,New Hampshire,NH,0
2019-12-01,New Hampshire,NH,2
2020-01-01,New Hampshire,NH,0
2020-02-01,New Hampshire,NH,0
2020-03-01,New Hampshire,NH,0
2020-04-01,New Hampshire,NH,5
2020-05-01,New Hampshire,NH,1
2020-06-01,New Hampshire,NH,2
2020-07-01,New Hampshire,NH,10
2020-08-01,New Hampshire,NH,0
2020-09-01,New Hampshire,NH,2
2020-10-01,New Hampshire,NH,0
2020-11-01,New Hampshire,NH,0
2020-12-01,New Hampshire,NH,8
2021-01-01,New Hampshire,NH,0
2021-02-01,New Hampshire,NH,0
2021-03-01,New Hampshire,NH,0
2021-04-01,New Hampshire,NH,0
2021-05-01,New Hampshire,NH,0
2021-06-01,New Hampshire,NH,0
2021-07-01,New Hampshire,NH,0
2021-08-01,New Hampshire,NH,0
2021-09-01,New Hampshire,NH,0
2021-10-01,New Hampshire,NH,0
2021-11-01,New Hampshire,NH,0
2021-12-01,New Hampshire,NH,0
2006-01-01,New Jersey,NJ,0
2006-02-01,New Jersey,NJ,0
2006-03-01,New Jersey,NJ,0
2006-04-01,New Jersey,NJ,0
2006-05-01,New Jersey,NJ,0
2006-06-01,New Jersey,NJ,0
2006-07-01,New Jersey,NJ,0
2006-08-01,New Jersey,NJ,0
2006-09-01,New Jersey,NJ,0
2006-10-01,New Jersey,NJ,30
2006-11-01,New Jersey,NJ,42
2006-12-01,New Jersey,NJ,0
2007-01-01,New Jersey,NJ,8
2007-02-01,New Jersey,NJ,0
2007-03-01,New Jersey,NJ,21
2007-04-01,New Jersey,NJ,61
2007-05-01,New Jersey,NJ,1
2007-06-01,New Jersey,NJ,22
2007-07-01,New Jersey,NJ,7
2007-08-01,New Jersey,NJ,18
2007-09-01,New Jersey,NJ,0
2007-10-01,New Jersey,NJ,15
2007-11-01,New Jersey,NJ,5
2007-12-01,New Jersey,NJ,17
2008-01-01,New Jersey,NJ,0
2008-02-01,New Jersey,NJ,15
2008-03-01,New Jersey,NJ,16
2008-04-01,New Jersey,NJ,0
2008-05-01,New Jersey,NJ,9
2008-06-01,New Jersey,NJ,4
2008-07-01,New Jersey,NJ,6
2008-08-01,New Jersey,NJ,15
2008-09-01,New Jersey,NJ,29
2008-10-01,New Jersey,NJ,0
2008-11-01,New Jersey,NJ,0
2008-12-01,New Jersey,NJ,10
2009-01-01,New Jersey,NJ,0
2009-02-01,New Jersey,NJ,0
2009-03-01,New Jersey,NJ,0
2009-04-01,New Jersey,NJ,0
